5572;164;191;167;land;true;plains;2
5573;165;219;216;land;false;plains;2
5574;191;158;176;land;true;plains;2
5575;204;197;199;land;true;plains;2
5576;175;163;201;land;false;plains;2
5577;163;222;198;land;false;plains;2
5578;188;163;194;land;false;plains;2
5579;236;242;235;land;true;plains;2
5580;181;173;184;land;false;plains;2
5581;184;222;180;land;true;plains;2
5582;245;97;179;land;false;plains;2
5583;206;247;188;land;true;plains;2
5584;192;120;181;land;true;plains;2
5585;122;169;185;land;false;plains;2
5586;239;226;182;land;false;plains;2
5587;178;133;184;land;false;plains;2
5588;180;171;181;land;true;plains;2
5589;220;227;185;land;true;plains;2
5590;155;181;221;land;true;plains;2
5591;210;133;215;land;true;plains;2
5592;192;131;198;land;false;plains;2
5593;181;211;170;land;false;plains;2
5594;213;207;177;land;false;plains;2
5595;162;89;193;land;false;plains;2
5596;221;200;183;land;false;plains;2
5597;117;216;200;land;false;plains;2
5598;238;101;173;land;false;plains;2
5599;193;204;173;land;true;plains;2
5600;209;160;217;land;false;plains;2
5601;205;204;147;land;true;plains;2
5602;204;96;222;land;true;plains;2
5603;117;210;178;land;false;plains;2
5604;216;224;121;land;false;plains;2
5605;138;227;207;land;false;plains;2
5606;211;218;207;land;true;plains;2
5607;202;205;177;land;false;plains;2
5608;202;188;157;land;false;plains;2
5609;240;209;98;land;false;plains;2
5610;206;163;227;land;false;plains;2
5611;95;227;194;land;true;plains;2
5612;225;212;207;land;false;plains;2
5613;177;218;194;land;false;plains;2
5614;187;124;188;land;false;plains;2
5615;200;149;173;land;false;plains;2
5616;204;190;137;land;false;plains;2
5617;228;196;175;land;false;plains;2
5618;120;228;218;land;false;plains;2
5619;175;128;174;land;false;plains;2
5620;221;193;227;land;true;plains;2
5621;37;234;234;land;true;plains;2
5622;236;223;167;land;true;plains;2
5623;223;196;186;land;false;plains;2
5624;180;143;184;land;false;plains;2
5625;243;238;136;land;false;plains;2
5626;212;170;184;land;false;plains;2
5627;121;222;198;land;false;plains;2
5628;169;229;202;land;false;plains;2
5629;214;182;165;land;false;plains;2
5630;187;120;174;land;true;plains;2
5631;62;226;231;land;false;plains;2
5632;176;160;176;land;false;plains;2
5633;173;182;206;land;false;plains;2
5634;229;246;202;land;false;plains;2
5635;83;229;209;land;false;plains;2
5636;156;220;211;land;false;plains;2
5637;245;42;219;land;true;plains;2
5638;215;226;247;land;false;plains;2
5639;241;36;249;land;true;plains;2
5640;202;190;139;land;true;plains;2
5641;229;166;180;land;true;plains;2
5642;204;200;122;land;false;plains;2
5643;219;219;170;land;false;plains;2
5644;193;106;196;land;false;plains;2
5645;196;164;174;land;false;plains;2
5646;160;180;198;land;false;plains;2
5647;182;117;183;land;false;plains;2
5648;199;211;224;land;true;plains;2
5649;150;116;184;land;true;plains;2
5650;212;186;219;land;false;plains;2
5651;196;159;166;land;false;plains;2
5652;180;227;215;land;false;plains;2
5653;208;145;219;land;true;plains;2
5654;201;165;172;land;false;plains;2
5655;121;227;220;land;true;plains;2
5656;112;177;232;land;true;plains;2
5657;210;226;87;land;true;plains;2
5658;169;228;192;land;true;plains;2
5659;161;163;177;land;false;plains;2
5660;214;152;163;land;false;plains;2
5661;220;189;182;land;false;plains;2
5662;219;223;209;land;false;plains;2
5663;201;164;209;land;false;plains;2
5664;235;236;205;land;false;plains;2
5665;222;76;244;land;false;plains;2
5666;196;221;102;land;true;plains;2
5667;226;238;230;land;true;plains;2
5668;178;200;187;land;false;plains;2
5669;204;242;231;land;false;plains;2
5670;153;222;193;land;false;plains;2
5671;125;235;222;land;false;plains;2
5672;192;140;186;land;false;plains;2
5673;143;182;237;land;true;plains;2
5674;211;236;234;land;true;plains;2
5675;200;201;168;land;true;plains;2
5676;220;174;167;land;true;plains;2
5677;155;157;190;land;false;plains;2
5678;150;206;192;land;false;plains;2
5679;132;184;195;land;false;plains;2
5680;194;206;204;land;false;plains;2
5681;172;231;201;land;false;plains;2
5682;185;225;188;land;false;plains;2
5683;204;176;209;land;false;plains;2
5684;162;158;183;land;false;plains;2
5685;228;203;234;land;false;plains;2
5686;204;136;240;land;false;plains;2
5687;188;238;224;land;false;plains;2
5688;132;216;208;land;false;plains;2
5689;174;174;205;land;false;plains;2
5690;237;237;242;land;false;plains;2
5691;177;140;180;land;false;plains;2
5692;186;168;195;land;false;plains;2
5693;214;211;212;land;false;plains;2
5694;176;131;173;land;false;plains;2
5695;144;182;175;land;false;plains;2
5696;176;199;163;land;false;plains;2
5697;164;196;190;land;true;plains;2
5698;238;249;44;land;true;plains;2
5699;132;189;198;land;true;plains;2
5700;163;181;185;land;true;plains;2
5701;92;223;212;land;true;plains;2
5702;241;238;96;land;false;plains;2
5703;220;229;230;land;false;plains;2
5704;183;227;176;land;false;plains;2
5705;82;201;226;land;true;plains;2
5706;223;225;144;land;false;plains;2
5707;170;137;221;land;false;plains;2
5708;201;121;209;land;false;plains;2
5709;162;212;171;land;false;plains;2
5710;212;177;177;land;false;plains;2
5711;241;209;144;land;false;plains;2
5712;63;218;244;land;false;plains;2
5713;184;178;192;land;true;plains;2
5714;169;236;167;land;false;plains;2
5715;160;106;192;land;false;plains;2
5716;200;148;167;land;false;plains;2
5717;221;225;163;land;false;plains;2
5718;191;171;203;land;false;plains;2
5719;177;198;242;land;false;plains;2
5720;182;67;202;land;false;plains;2
5721;156;224;214;land;false;plains;2
5722;228;218;223;land;true;plains;2
5723;185;114;179;land;true;plains;2
5724;182;233;213;land;true;plains;2
5725;132;219;202;land;false;plains;2
5726;222;113;218;land;true;plains;2
5727;213;210;141;land;false;plains;2
5728;221;239;208;land;true;plains;2
5729;222;222;149;land;false;plains;2
5730;242;229;163;land;false;plains;2
5731;122;224;212;land;false;plains;2
5732;96;231;219;land;false;plains;2
5733;177;188;171;land;false;plains;2
5734;88;228;218;land;false;plains;2
5735;236;215;122;land;false;plains;2
5736;233;222;91;land;false;plains;2
5737;146;220;216;land;false;plains;2
5738;209;210;120;land;true;plains;2
5739;240;227;156;land;false;plains;2
5740;174;207;176;land;true;plains;2
5741;214;96;202;land;true;plains;2
5742;147;193;174;land;false;plains;2
5743;31;79;95;land;false;plains;2
5744;171;222;160;land;false;plains;2
5745;168;183;189;land;false;plains;2
5746;159;94;188;land;true;plains;2
5747;211;128;191;land;true;plains;2
5748;239;230;85;land;false;plains;2
5749;203;153;183;land;false;plains;2
5750;211;191;144;land;false;plains;2
5751;154;181;200;land;false;plains;2
5752;199;220;188;land;false;plains;2
5753;150;193;170;land;false;plains;2
5754;206;199;135;land;false;plains;2
5755;208;143;160;land;false;plains;2
5756;144;188;175;land;false;plains;2
5757;184;163;181;land;false;plains;2
5758;135;207;194;land;false;plains;2
5759;164;218;190;land;true;plains;2
5760;133;226;189;land;true;plains;2
5761;181;181;208;land;true;plains;2
5762;187;132;192;land;false;plains;2
5763;115;224;218;land;false;plains;2
5764;201;198;200;land;false;plains;2
5765;181;108;196;land;true;plains;2
5766;141;135;183;land;false;plains;2
5767;194;110;206;land;false;plains;2
5768;246;236;165;land;false;plains;2
5769;168;157;205;land;false;plains;2
5770;177;191;174;land;true;plains;2
5771;170;204;194;land;false;plains;2
5772;174;116;197;land;false;plains;2
5773;211;186;166;land;false;plains;2
5774;208;194;186;land;false;plains;2
5775;178;126;179;land;false;plains;2
5776;194;75;190;land;false;plains;2
5777;180;170;173;land;false;plains;2
5778;168;198;191;land;false;plains;2
5779;176;153;178;land;false;plains;2
5780;46;246;215;land;true;plains;2
5781;137;155;192;land;true;plains;2
5782;205;199;139;land;true;plains;2
5783;226;189;179;land;false;plains;2
5784;144;224;190;land;false;plains;2
5785;209;177;207;land;false;plains;2
5786;140;201;205;land;true;plains;2
5787;202;186;193;land;true;plains;2
5788;175;189;193;land;false;plains;2
5789;240;235;107;land;false;plains;2
5790;234;240;244;land;true;plains;2
5791;240;198;92;land;false;plains;2
5792;165;209;186;land;false;plains;2
5793;126;202;191;land;false;plains;2
5794;230;188;180;land;true;plains;2
5795;161;211;219;land;true;plains;2
5796;241;237;145;land;true;plains;2
5797;222;194;157;land;false;plains;2
5798;141;233;192;land;false;plains;2
5799;229;208;217;land;true;plains;2
5800;177;138;205;land;false;plains;2
5801;201;173;167;land;false;plains;2
5802;214;193;177;land;false;plains;2
5803;199;230;171;land;false;plains;2
5804;199;130;204;land;false;plains;2
5805;223;193;167;land;true;plains;2
5806;117;190;193;land;true;plains;2
5807;177;186;187;land;true;plains;2
5808;174;225;169;land;false;plains;2
5809;169;150;177;land;false;plains;2
5810;223;223;220;land;false;plains;2
5811;147;166;178;land;false;plains;2
5812;132;166;205;land;true;plains;2
5813;183;250;90;land;true;plains;2
5814;107;221;191;land;true;plains;2
5815;229;210;180;land;false;plains;2
5816;193;177;216;land;false;plains;2
5817;232;208;158;land;false;plains;2
5818;183;175;185;land;false;plains;2
5819;128;165;230;land;true;plains;2
5820;191;53;205;land;true;plains;2
5821;241;216;252;land;true;plains;2
5822;189;143;172;land;true;plains;2
5823;199;244;220;land;false;plains;2
5824;153;216;213;land;false;plains;2
5825;188;205;187;land;false;plains;2
5826;213;211;221;land;false;plains;2
5827;165;112;224;land;true;plains;2
5828;197;166;196;land;false;plains;2
5829;120;223;199;land;false;plains;2
5830;210;215;173;land;false;plains;2
5831;203;187;188;land;false;plains;2
5832;217;230;159;land;false;plains;2
5833;185;196;162;land;false;plains;2
5834;187;194;190;land;false;plains;2
5835;188;207;162;land;false;plains;2
5836;157;222;205;land;true;plains;2
5837;168;155;184;land;true;plains;2
5838;131;213;195;land;true;plains;2
5839;237;224;235;land;true;plains;2
5840;192;163;211;land;false;plains;2
5841;220;162;150;land;false;plains;2
5842;150;146;195;land;false;plains;2
5843;181;166;254;land;true;plains;2
5844;196;214;151;land;false;plains;2
5845;226;217;184;land;false;plains;2
5846;210;175;223;land;false;plains;2
5847;168;229;207;land;false;plains;2
5848;196;180;230;land;false;plains;2
5849;81;247;235;land;true;plains;2
5850;233;195;131;land;false;plains;2
5851;243;244;131;land;false;plains;2
5852;171;134;175;land;false;plains;2
5853;158;147;200;land;false;plains;2
5854;146;222;206;land;true;plains;2
5855;105;194;213;land;false;plains;2
5856;148;220;209;land;false;plains;2
5857;232;247;238;land;false;plains;2
5858;181;181;183;land;false;plains;2
5859;162;186;186;land;false;plains;2
5860;207;206;147;land;true;plains;2
5861;171;242;229;land;false;plains;2
5862;204;216;221;land;false;plains;2
5863;238;142;237;land;false;plains;2
5864;187;156;181;land;false;plains;2
5865;237;241;193;land;true;plains;2
5866;232;228;134;land;true;plains;2
5867;220;170;141;land;false;plains;2
5868;133;163;188;land;false;plains;2
5869;184;116;194;land;false;plains;2
5870;204;195;135;land;true;plains;2
5871;252;67;183;land;true;plains;2
5872;184;136;176;land;false;plains;2
5873;204;214;157;land;true;plains;2
5874;156;213;211;land;false;plains;2
5875;168;204;211;land;false;plains;2
5876;182;167;209;land;false;plains;2
5877;203;141;205;land;true;plains;2
5878;198;201;201;land;true;plains;2
5879;200;174;176;land;true;plains;2
5880;160;172;169;land;false;plains;2
5881;174;219;181;land;false;plains;2
5882;182;234;225;land;true;plains;2
5883;197;177;168;land;false;plains;2
5884;175;139;177;land;false;plains;2
5885;146;151;186;land;false;plains;2
5886;148;218;202;land;false;plains;2
5887;178;169;224;land;false;plains;2
5888;168;154;206;land;false;plains;2
5889;216;178;209;land;false;plains;2
5890;223;202;216;land;false;plains;2
5891;167;211;214;land;false;plains;2
5892;218;223;106;land;false;plains;2
5893;213;78;240;land;true;plains;2
5894;183;164;200;land;true;plains;2
5895;125;178;196;land;false;plains;2
5896;180;229;203;land;false;plains;2
5897;155;155;191;land;false;plains;2
5898;181;137;199;land;false;plains;2
5899;139;172;186;land;false;plains;2
5900;212;214;211;land;false;plains;2
5901;178;177;181;land;false;plains;2
5902;201;140;174;land;false;plains;2
5903;193;142;248;land;true;plains;2
5904;185;121;204;land;false;plains;2
5905;86;221;205;land;false;plains;2
5906;179;100;196;land;false;plains;2
5907;228;204;229;land;false;plains;2
5908;173;164;204;land;true;plains;2
5909;208;182;199;land;false;plains;2
5910;175;169;175;land;false;plains;2
5911;165;101;190;land;false;plains;2
5912;161;222;241;land;true;plains;2
5913;178;187;203;land;true;plains;2
5914;182;187;176;land;false;plains;2
5915;131;235;227;land;true;plains;2
5916;207;156;170;land;false;plains;2
5917;233;233;241;land;true;plains;2
5918;159;225;168;land;false;plains;2
5919;232;245;165;land;false;plains;2
5920;220;224;215;land;false;plains;2
5921;103;226;190;land;false;plains;2
5922;168;151;206;land;false;plains;2
5923;125;206;186;land;false;plains;2
5924;206;208;144;land;false;plains;2
5925;225;214;136;land;false;plains;2
5926;167;148;185;land;false;plains;2
5927;191;229;188;land;false;plains;2
5928;132;245;174;land;true;plains;2
5929;184;151;176;land;false;plains;2
5930;220;210;220;land;false;plains;2
5931;135;157;189;land;false;plains;2
5932;163;185;185;land;false;plains;2
5933;252;5;253;land;true;plains;2
5934;221;148;191;land;false;plains;2
5935;178;224;195;land;true;plains;2
5936;142;188;187;land;false;plains;2
5937;175;140;196;land;false;plains;2
5938;185;181;165;land;false;plains;2
5939;253;156;158;land;false;plains;2
5940;219;202;250;land;true;plains;2
5941;239;143;225;land;true;plains;2
5942;184;110;184;land;true;plains;2
5943;170;228;142;land;true;plains;2
5944;196;194;178;land;false;plains;2
5945;206;240;165;land;false;plains;2
5946;137;162;181;land;false;plains;2
5947;197;220;130;land;false;plains;2
5948;202;213;214;land;false;plains;2
5949;153;121;193;land;false;plains;2
5950;163;194;207;land;false;plains;2
5951;146;207;196;land;true;plains;2
5952;152;111;195;land;true;plains;2
5953;241;220;117;land;false;plains;2
5954;183;198;180;land;false;plains;2
5955;224;187;156;land;false;plains;2
5956;177;190;177;land;false;plains;2
5957;105;194;192;land;false;plains;2
5958;243;222;162;land;false;plains;2
5959;253;249;247;land;false;plains;2
5960;116;226;190;land;false;plains;2
5961;228;210;143;land;false;plains;2
5962;222;214;125;land;false;plains;2
5963;158;178;186;land;true;plains;2
5964;218;166;179;land;false;plains;2
5965;231;210;230;land;false;plains;2
5966;193;204;213;land;true;plains;2
5967;178;189;205;land;false;plains;2
5968;219;211;145;land;false;plains;2
5969;162;231;197;land;false;plains;2
5970;234;246;122;land;false;plains;2
5971;168;233;146;land;false;plains;2
5972;166;171;178;land;false;plains;2
5973;220;233;215;land;false;plains;2
5974;197;134;188;land;false;plains;2
5975;185;217;251;land;true;plains;2
5976;144;225;158;land;true;plains;2
5977;153;173;178;land;true;plains;2
5978;116;214;209;land;false;plains;2
5979;228;211;165;land;false;plains;2
5980;202;233;186;land;false;plains;2
5981;217;241;208;land;false;plains;2
5982;226;246;159;land;false;plains;2
5983;227;205;124;land;false;plains;2
5984;106;217;212;land;true;plains;2
5985;170;229;227;land;false;plains;2
5986;172;73;197;land;false;plains;2
5987;203;162;166;land;false;plains;2
5988;196;196;159;land;false;plains;2
5989;159;211;199;land;false;plains;2
5990;225;254;205;land;false;plains;2
5991;189;124;244;land;false;plains;2
5992;121;204;242;land;false;plains;2
5993;180;247;156;land;true;plains;2
5994;91;219;206;land;true;plains;2
5995;138;189;182;land;true;plains;2
5996;88;169;254;land;false;plains;2
5997;194;92;195;land;false;plains;2
5998;218;224;137;land;false;plains;2
5999;186;230;173;land;false;plains;2
6000;195;173;244;land;true;plains;2
6001;180;252;162;land;true;plains;2
6002;199;240;118;land;true;plains;2
6003;154;150;248;land;false;plains;2
6004;180;132;233;land;false;plains;2
6005;198;137;199;land;true;plains;2
6006;159;210;182;land;false;plains;2
6007;142;155;201;land;false;plains;2
6008;115;237;227;land;false;plains;2
6009;122;192;190;land;true;plains;2
6010;180;214;195;land;true;plains;2
6011;185;134;179;land;false;plains;2
6012;192;143;182;land;false;plains;2
6013;209;241;165;land;false;plains;2
6014;195;226;220;land;false;plains;2
6015;191;230;134;land;false;plains;2
6016;210;206;171;land;true;plains;2
6017;146;163;192;land;false;plains;2
6018;183;201;182;land;false;plains;2
6019;217;224;225;land;false;plains;2
6020;103;211;233;land;true;plains;2
6021;193;109;179;land;false;plains;2
6022;221;221;220;land;false;plains;2
6023;184;180;166;land;false;plains;2
6024;183;199;205;land;false;plains;2
6025;224;195;120;land;true;plains;2
6026;139;136;253;land;false;plains;2
6027;217;224;217;land;false;plains;2
6028;190;217;222;land;false;plains;2
6029;189;131;201;land;false;plains;2
6030;103;152;246;land;false;plains;2
6031;170;144;243;land;true;plains;2
6032;208;152;155;land;false;plains;2
6033;125;142;190;land;false;plains;2
6034;194;205;190;land;false;plains;2
6035;120;189;233;land;true;plains;2
6036;124;160;232;land;false;plains;2
6037;202;237;204;land;false;plains;2
6038;165;170;179;land;false;plains;2
6039;212;218;204;land;false;plains;2
6040;156;208;165;land;false;plains;2
6041;232;180;134;land;false;plains;2
6042;121;237;249;land;false;plains;2
6043;173;113;233;land;true;plains;2
6044;151;221;149;land;true;plains;2
6045;136;162;238;land;true;plains;2
6046;220;194;193;land;true;plains;2
6047;210;226;198;land;false;plains;2
6048;163;153;171;land;false;plains;2
6049;198;201;211;land;false;plains;2
6050;235;245;177;land;false;plains;2
6051;201;199;211;land;false;plains;2
6052;211;208;174;land;false;plains;2
6053;201;208;208;land;false;plains;2
6054;238;225;100;land;false;plains;2
6055;201;116;249;land;true;plains;2
6056;201;222;246;land;false;plains;2
6057;179;199;192;land;false;plains;2
6058;189;232;227;land;false;plains;2
6059;234;196;105;land;false;plains;2
6060;173;143;173;land;false;plains;2
6061;3;84;79;land;false;plains;2
6062;139;208;176;land;true;plains;2
6063;171;136;175;land;true;plains;2
6064;217;211;135;land;false;plains;2
6065;226;198;223;land;true;plains;2
6066;159;209;166;land;false;plains;2
6067;181;207;196;land;false;plains;2
6068;244;243;221;land;false;plains;2
6069;194;160;167;land;false;plains;2
6070;214;188;254;land;true;plains;2
6071;222;229;56;land;true;plains;2
6072;187;110;185;land;false;plains;2
6073;241;233;159;land;false;plains;2
6074;179;198;204;land;false;plains;2
6075;145;173;188;land;false;plains;2
6076;154;238;203;land;false;plains;2
6077;180;133;187;land;true;plains;2
6078;153;178;192;land;false;plains;2
6079;239;215;164;land;false;plains;2
6080;231;32;240;land;true;plains;2
6081;215;208;203;land;true;plains;2
6082;159;155;193;land;false;plains;2
6083;167;180;186;land;false;plains;2
6084;168;196;204;land;true;plains;2
6085;174;97;198;land;true;plains;2
6086;194;149;196;land;true;plains;2
6087;191;188;156;land;false;plains;2
6088;218;239;106;land;false;plains;2
6089;227;236;157;land;false;plains;2
6090;200;153;179;land;false;plains;2
6091;176;237;185;land;true;plains;2
6092;163;236;188;land;true;plains;2
6093;236;215;125;land;false;plains;2
6094;196;184;207;land;false;plains;2
6095;161;211;172;land;false;plains;2
6096;252;115;165;land;true;plains;2
6097;232;230;90;land;false;plains;2
6098;128;244;171;land;false;plains;2
6099;121;199;241;land;true;plains;2
6100;141;170;186;land;true;plains;2
6101;162;208;177;land;false;plains;2
6102;162;180;186;land;false;plains;2
6103;215;239;165;land;false;plains;2
6104;204;70;242;land;false;plains;2
6105;183;227;188;land;false;plains;2
6106;211;166;227;land;false;plains;2
6107;84;246;220;land;false;plains;2
6108;151;221;187;land;true;plains;2
6109;235;202;203;land;false;plains;2
6110;173;163;172;land;false;plains;2
6111;192;216;211;land;false;plains;2
6112;162;232;228;land;false;plains;2
6113;234;167;149;land;true;plains;2
6114;162;198;167;land;false;plains;2
6115;134;224;180;land;false;plains;2
6116;193;155;163;land;false;plains;2
6117;182;181;202;land;false;plains;2
6118;223;196;216;land;false;plains;2
6119;233;86;225;land;true;plains;2
6120;171;183;205;land;true;plains;2
6121;211;191;211;land;false;plains;2
6122;177;189;213;land;false;plains;2
6123;157;187;182;land;true;plains;2
6124;169;189;170;land;false;plains;2
6125;227;229;103;land;false;plains;2
6126;206;149;209;land;false;plains;2
6127;189;200;183;land;false;plains;2
6128;113;232;223;land;false;plains;2
6129;235;236;229;land;false;plains;2
6130;125;139;191;land;false;plains;2
6131;146;240;166;land;true;plains;2
6132;114;220;201;land;false;plains;2
6133;156;240;231;land;false;plains;2
6134;167;208;174;land;false;plains;2
6135;178;170;199;land;false;plains;2
6136;122;225;200;land;false;plains;2
6137;249;32;229;land;false;plains;2
6138;203;158;168;land;false;plains;2
6139;229;231;90;land;true;plains;2
6140;139;168;183;land;false;plains;2
6141;112;192;189;land;false;plains;2
6142;204;213;211;land;false;plains;2
6143;241;229;108;land;false;plains;2
6144;138;206;176;land;false;plains;2
6145;218;186;193;land;false;plains;2
6146;199;225;144;land;false;plains;2
6147;179;127;212;land;true;plains;2
6148;158;167;244;land;true;plains;2
6149;190;207;192;land;true;plains;2
6150;180;214;217;land;true;plains;2
6151;100;176;193;land;false;plains;2
6152;188;169;192;land;false;plains;2
6153;154;152;191;land;false;plains;2
6154;206;207;223;land;false;plains;2
6155;236;203;220;land;false;plains;2
6156;179;213;166;land;true;plains;2
6157;174;164;202;land;false;plains;2
6158;98;227;216;land;false;plains;2
6159;174;174;196;land;false;plains;2
6160;237;214;160;land;false;plains;2
6161;197;220;222;land;false;plains;2
6162;169;212;199;land;true;plains;2
6163;150;215;193;land;true;plains;2
6164;168;203;166;land;false;plains;2
6165;156;220;213;land;false;plains;2
6166;123;178;253;land;true;plains;2
6167;173;193;158;land;false;plains;2
6168;250;37;218;land;false;plains;2
6169;198;210;242;land;false;plains;2
6170;153;234;193;land;true;plains;2
6171;122;226;211;land;false;plains;2
6172;177;198;167;land;false;plains;2
6173;169;131;188;land;false;plains;2
6174;148;215;173;land;false;plains;2
6175;246;242;63;land;false;plains;2
6176;205;202;187;land;false;plains;2
6177;219;239;183;land;false;plains;2
6178;219;237;95;land;false;plains;2
6179;195;201;211;land;true;plains;2
6180;162;134;248;land;true;plains;2
6181;230;224;221;land;true;plains;2
6182;158;105;188;land;true;plains;2
6183;199;160;192;land;false;plains;2
6184;188;189;180;land;false;plains;2
6185;218;213;188;land;false;plains;2
6186;85;194;245;land;true;plains;2
6187;212;159;146;land;false;plains;2
6188;208;201;223;land;false;plains;2
6189;227;209;225;land;false;plains;2
6190;248;236;214;land;true;plains;2
6191;220;197;225;land;true;plains;2
6192;175;168;195;land;false;plains;2
6193;173;229;228;land;false;plains;2
6194;89;215;218;land;true;plains;2
6195;236;162;245;land;true;plains;2
6196;219;244;241;land;false;plains;2
6197;193;168;163;land;true;plains;2
6198;230;232;220;land;false;plains;2
6199;220;239;177;land;false;plains;2
6200;179;143;178;land;false;plains;2
6201;207;246;228;land;false;plains;2
6202;144;228;212;land;false;plains;2
6203;103;217;212;land;true;plains;2
6204;204;165;150;land;false;plains;2
6205;202;148;189;land;false;plains;2
6206;214;213;211;land;false;plains;2
6207;203;204;201;land;false;plains;2
6208;239;250;240;land;false;plains;2
6209;195;186;118;land;false;plains;2
6210;162;206;180;land;true;plains;2
6211;151;186;196;land;true;plains;2
6212;200;204;188;land;true;plains;2
6213;155;164;198;land;false;plains;2
6214;185;174;188;land;false;plains;2
6215;208;157;153;land;false;plains;2
6216;209;185;219;land;false;plains;2
6217;198;139;168;land;false;plains;2
6218;243;239;230;land;false;plains;2
6219;203;142;211;land;false;plains;2
6220;141;227;169;land;false;plains;2
6221;228;188;179;land;false;plains;2
6222;178;135;198;land;false;plains;2
6223;152;153;176;land;false;plains;2
6224;89;246;189;land;false;plains;2
6225;117;164;220;land;false;plains;2
6226;222;230;192;land;false;plains;2
6227;90;222;213;land;false;plains;2
6228;156;155;203;land;true;plains;2
6229;154;102;189;land;false;plains;2
6230;187;160;213;land;false;plains;2
6231;154;175;170;land;false;plains;2
6232;197;138;216;land;false;plains;2
6233;237;240;124;land;false;plains;2
6234;159;225;199;land;false;plains;2
6235;211;249;249;land;true;plains;2
6236;191;158;161;land;false;plains;2
6237;150;207;168;land;false;plains;2
6238;157;205;208;land;false;plains;2
6239;210;166;128;land;false;plains;2
6240;182;144;167;land;false;plains;2
6241;211;218;208;land;false;plains;2
6242;186;185;195;land;false;plains;2
6243;155;122;194;land;false;plains;2
6244;182;115;246;land;false;plains;2
6245;165;175;241;land;true;plains;2
6246;235;70;205;land;true;plains;2
6247;208;119;249;land;false;plains;2
6248;244;252;131;land;false;plains;2
6249;142;160;198;land;true;plains;2
6250;170;221;178;land;false;plains;2
6251;207;159;171;land;false;plains;2
6252;204;175;219;land;false;plains;2
6253;194;200;162;land;false;plains;2
6254;167;217;241;land;false;plains;2
6255;201;135;253;land;false;plains;2
6256;212;147;237;land;true;plains;2
6257;192;152;199;land;false;plains;2
6258;213;189;208;land;false;plains;2
6259;171;208;209;land;false;plains;2
6260;185;160;229;land;false;plains;2
6261;218;191;151;land;false;plains;2
6262;205;139;211;land;true;plains;2
6263;162;236;189;land;true;plains;2
6264;196;161;166;land;false;plains;2
6265;229;205;183;land;false;plains;2
6266;196;156;160;land;false;plains;2
6267;97;219;197;land;false;plains;2
6268;203;203;201;land;true;plains;2
6269;120;197;219;land;false;plains;2
6270;128;231;196;land;true;plains;2
6271;237;234;82;land;false;plains;2
6272;202;211;186;land;false;plains;2
6273;213;184;197;land;false;plains;2
6274;195;138;178;land;false;plains;2
6275;133;201;191;land;false;plains;2
6276;135;172;190;land;false;plains;2
6277;193;233;125;land;false;plains;2
6278;239;199;182;land;false;plains;2
6279;221;209;160;land;false;plains;2
6280;219;194;137;land;false;plains;2
6281;233;242;102;land;true;plains;2
6282;213;178;176;land;true;plains;2
6283;97;214;197;land;false;plains;2
6284;173;227;164;land;true;plains;2
6285;164;177;185;land;true;plains;2
6286;183;113;193;land;false;plains;2
6287;208;152;162;land;false;plains;2
6288;164;130;199;land;false;plains;2
6289;227;236;187;land;false;plains;2
6290;228;199;183;land;true;plains;2
6291;181;190;198;land;false;plains;2
6292;109;183;193;land;true;plains;2
6293;154;155;184;land;true;plains;2
6294;159;201;195;land;false;plains;2
6295;200;153;189;land;false;plains;2
6296;232;214;106;land;false;plains;2
6297;187;116;179;land;false;plains;2
6298;170;208;174;land;false;plains;2
6299;222;238;175;land;false;plains;2
6300;135;168;175;land;false;plains;2
6301;95;246;221;land;false;plains;2
6302;151;226;173;land;false;plains;2
6303;197;234;153;land;false;plains;2
6304;201;231;208;land;false;plains;2
6305;190;207;154;land;false;plains;2
6306;204;239;177;land;false;plains;2
6307;207;238;144;land;false;plains;2
6308;183;153;172;land;false;plains;2
6309;195;211;187;land;false;plains;2
6310;248;246;229;land;false;plains;2
6311;224;180;153;land;true;plains;2
6312;155;160;194;land;false;plains;2
6313;210;241;128;land;false;plains;2
6314;207;196;201;land;false;plains;2
6315;218;100;224;land;true;plains;2
6316;167;251;232;land;true;plains;2
6317;222;163;131;land;false;plains;2
6318;161;177;183;land;false;plains;2
6319;137;230;169;land;true;plains;2
6320;176;104;201;land;true;plains;2
6321;191;241;224;land;false;plains;2
6322;117;220;185;land;false;plains;2
6323;97;213;200;land;false;plains;2
6324;196;143;215;land;false;plains;2
6325;171;133;179;land;false;plains;2
6326;206;153;202;land;false;plains;2
6327;219;204;156;land;false;plains;2
6328;134;206;207;land;false;plains;2
6329;229;205;150;land;true;plains;2
6330;168;223;184;land;true;plains;2
6331;200;130;189;land;false;plains;2
6332;184;167;182;land;false;plains;2
6333;216;109;198;land;true;plains;2
6334;141;207;205;land;true;plains;2
6335;198;203;223;land;false;plains;2
6336;108;198;192;land;false;plains;2
6337;227;219;212;land;false;plains;2
6338;180;55;200;land;false;plains;2
6339;159;218;170;land;false;plains;2
6340;225;193;192;land;false;plains;2
6341;161;118;227;land;false;plains;2
6342;123;174;194;land;false;plains;2
6343;191;208;210;land;false;plains;2
6344;198;235;209;land;false;plains;2
6345;170;149;198;land;false;plains;2
6346;236;250;236;land;true;plains;2
6347;165;204;198;land;true;plains;2
6348;182;200;223;land;false;plains;2
